Cluster,data_hora,vento_medio
cluster_NE_2,1980-12-01,3.48045327186058
cluster_NE_2,1981-01-01,5.50026638701691
cluster_NE_2,1981-02-01,7.22417486871888
cluster_NE_2,1981-03-01,4.74154674450805
cluster_NE_2,1981-04-01,5.83802617766357
cluster_NE_2,1981-05-01,6.89005233765841
cluster_NE_2,1981-06-01,7.03607608549928
cluster_NE_2,1981-07-01,7.71579286052147
cluster_NE_2,1981-08-01,7.62162745574231
cluster_NE_2,1981-09-01,7.95461570457354
cluster_NE_2,1981-10-01,7.08029909460455
cluster_NE_2,1981-11-01,6.02366781894748
cluster_NE_2,1981-12-01,6.63833402936473
cluster_NE_2,1982-01-01,5.45582893931323
cluster_NE_2,1982-02-01,6.31442335964861
cluster_NE_2,1982-03-01,4.9248462868843
cluster_NE_2,1982-04-01,6.15517994241015
cluster_NE_2,1982-05-01,7.02287928689104
cluster_NE_2,1982-06-01,7.20039083184733
cluster_NE_2,1982-07-01,7.29252116374836
cluster_NE_2,1982-08-01,7.68863429362548
cluster_NE_2,1982-09-01,7.30899376457295
cluster_NE_2,1982-10-01,6.38408230958251
cluster_NE_2,1982-11-01,6.48712290633696
cluster_NE_2,1982-12-01,6.10743767843589
cluster_NE_2,1983-01-01,5.1127183192936
cluster_NE_2,1983-02-01,5.60656723580365
cluster_NE_2,1983-03-01,5.80270278296442
cluster_NE_2,1983-04-01,6.50538668183061
cluster_NE_2,1983-05-01,6.65991508963909
cluster_NE_2,1983-06-01,6.91186548963457
cluster_NE_2,1983-07-01,7.06276833067073
cluster_NE_2,1983-08-01,7.39243660740818
cluster_NE_2,1983-09-01,7.63694806544055
cluster_NE_2,1983-10-01,7.42892808304459
cluster_NE_2,1983-11-01,5.30709222302518
cluster_NE_2,1983-12-01,5.33805172297579
cluster_NE_2,1984-01-01,5.42743769189184
cluster_NE_2,1984-02-01,6.2607573096305
cluster_NE_2,1984-03-01,4.63897340893994
cluster_NE_2,1984-04-01,5.79733905563479
cluster_NE_2,1984-05-01,6.57278347113744
cluster_NE_2,1984-06-01,7.08940202983231
cluster_NE_2,1984-07-01,7.63037173327038
cluster_NE_2,1984-08-01,7.57079695266745
cluster_NE_2,1984-09-01,7.15390358973233
cluster_NE_2,1984-10-01,7.26347970212618
cluster_NE_2,1984-11-01,6.45229702668583
cluster_NE_2,1984-12-01,5.34447569676573
cluster_NE_2,1985-01-01,4.07769897159632
cluster_NE_2,1985-02-01,5.18439271485651
cluster_NE_2,1985-03-01,4.76373114975529
cluster_NE_2,1985-04-01,5.38722585109601
cluster_NE_2,1985-05-01,6.4370082453101
cluster_NE_2,1985-06-01,6.01343080419192
cluster_NE_2,1985-07-01,8.18393652288657
cluster_NE_2,1985-08-01,7.53984397669445
cluster_NE_2,1985-09-01,7.4951875684138
cluster_NE_2,1985-10-01,5.7550125989332
cluster_NE_2,1985-11-01,5.9768719081452
cluster_NE_2,1985-12-01,4.58069293442387
cluster_NE_2,1986-01-01,5.31566038625904
cluster_NE_2,1986-02-01,5.15457749740906
cluster_NE_2,1986-03-01,5.57056256465012
cluster_NE_2,1986-04-01,5.59968545774229
cluster_NE_2,1986-05-01,6.81218016357981
cluster_NE_2,1986-06-01,7.597741036877
cluster_NE_2,1986-07-01,7.19314261032348
cluster_NE_2,1986-08-01,7.00337298210451
cluster_NE_2,1986-09-01,8.35250053432719
cluster_NE_2,1986-10-01,6.65890221498315
cluster_NE_2,1986-11-01,7.31985525953545
cluster_NE_2,1986-12-01,5.80616696273212
cluster_NE_2,1987-01-01,5.52658253739355
cluster_NE_2,1987-02-01,6.61054592028935
cluster_NE_2,1987-03-01,4.57476809983733
cluster_NE_2,1987-04-01,5.87208124590636
cluster_NE_2,1987-05-01,6.02413013862661
cluster_NE_2,1987-06-01,6.89740629540271
cluster_NE_2,1987-07-01,7.13385893567117
cluster_NE_2,1987-08-01,7.09516669143121
cluster_NE_2,1987-09-01,7.36661235507118
cluster_NE_2,1987-10-01,6.31341560141302
cluster_NE_2,1987-11-01,6.00718403736505
cluster_NE_2,1987-12-01,5.367841535862
cluster_NE_2,1988-01-01,5.33119711221453
cluster_NE_2,1988-02-01,4.72755463764681
cluster_NE_2,1988-03-01,4.38365793641021
cluster_NE_2,1988-04-01,5.37769342194749
cluster_NE_2,1988-05-01,6.07802678322155
cluster_NE_2,1988-06-01,7.20671427318102
cluster_NE_2,1988-07-01,8.02255775480085
cluster_NE_2,1988-08-01,7.98903393889382
cluster_NE_2,1988-09-01,8.04959660876452
cluster_NE_2,1988-10-01,6.70696889030041
cluster_NE_2,1988-11-01,6.26698569104297
cluster_NE_2,1988-12-01,4.80588138896711
cluster_NE_2,1989-01-01,5.45733223797131
cluster_NE_2,1989-02-01,4.51646908421093
cluster_NE_2,1989-03-01,4.95218651253953
cluster_NE_2,1989-04-01,5.5943260229995
cluster_NE_2,1989-05-01,6.45241197361328
cluster_NE_2,1989-06-01,6.58318546900088
cluster_NE_2,1989-07-01,6.96974653579744
cluster_NE_2,1989-08-01,7.82244036852104
cluster_NE_2,1989-09-01,7.11440928829759
cluster_NE_2,1989-10-01,6.94101690335764
cluster_NE_2,1989-11-01,5.71162020941641
cluster_NE_2,1989-12-01,5.11529197795566
cluster_NE_2,1990-01-01,6.21669404514177
cluster_NE_2,1990-02-01,4.75637885704152
cluster_NE_2,1990-03-01,5.52329433336773
cluster_NE_2,1990-04-01,6.03121353184435
cluster_NE_2,1990-05-01,6.24814524401139
cluster_NE_2,1990-06-01,7.22581385068484
cluster_NE_2,1990-07-01,6.79519167432243
cluster_NE_2,1990-08-01,7.79284148401135
cluster_NE_2,1990-09-01,7.52503128527476
cluster_NE_2,1990-10-01,7.13812809417653
cluster_NE_2,1990-11-01,6.16000275976571
cluster_NE_2,1990-12-01,5.62597315992981
cluster_NE_2,1991-01-01,4.52737461144901
cluster_NE_2,1991-02-01,4.9539183748807
cluster_NE_2,1991-03-01,5.31922504808467
cluster_NE_2,1991-04-01,5.56316860429387
cluster_NE_2,1991-05-01,6.84859672844138
cluster_NE_2,1991-06-01,7.23112896498858
cluster_NE_2,1991-07-01,7.81521017457058
cluster_NE_2,1991-08-01,8.40627971748532
cluster_NE_2,1991-09-01,7.39515942508267
cluster_NE_2,1991-10-01,7.69064666684025
cluster_NE_2,1991-11-01,5.13485256421074
cluster_NE_2,1991-12-01,5.214872626877
cluster_NE_2,1992-01-01,5.03486910890478
cluster_NE_2,1992-02-01,6.00838609555511
cluster_NE_2,1992-03-01,6.61309400518841
cluster_NE_2,1992-04-01,5.36400711471118
cluster_NE_2,1992-05-01,6.19671343126397
cluster_NE_2,1992-06-01,7.34132492433034
cluster_NE_2,1992-07-01,7.45460953999853
cluster_NE_2,1992-08-01,7.46399048011378
cluster_NE_2,1992-09-01,7.64797091695878
cluster_NE_2,1992-10-01,6.75643103982162
cluster_NE_2,1992-11-01,5.79017708989487
cluster_NE_2,1992-12-01,5.05525499702569
cluster_NE_2,1993-01-01,5.09235555871579
cluster_NE_2,1993-02-01,5.1886376691727
cluster_NE_2,1993-03-01,5.74562218178918
cluster_NE_2,1993-04-01,5.61889458593381
cluster_NE_2,1993-05-01,6.83196302406008
cluster_NE_2,1993-06-01,7.12329215717351
cluster_NE_2,1993-07-01,7.11554062216872
cluster_NE_2,1993-08-01,7.20054997511758
cluster_NE_2,1993-09-01,6.52749285982784
cluster_NE_2,1993-10-01,7.27772689190798
cluster_NE_2,1993-11-01,6.46484767030906
cluster_NE_2,1993-12-01,5.53862215488962
cluster_NE_2,1994-01-01,4.22521234182202
cluster_NE_2,1994-02-01,4.53364298355005
cluster_NE_2,1994-03-01,4.36283840414908
cluster_NE_2,1994-04-01,5.85765524609446
cluster_NE_2,1994-05-01,6.68074737878276
cluster_NE_2,1994-06-01,6.87570665322636
cluster_NE_2,1994-07-01,7.79240468037928
cluster_NE_2,1994-08-01,7.59318677145743
cluster_NE_2,1994-09-01,8.13920880578767
cluster_NE_2,1994-10-01,7.50356296455593
cluster_NE_2,1994-11-01,6.0614008441828
cluster_NE_2,1994-12-01,5.84145294420347
cluster_NE_2,1995-01-01,4.81319177548914
cluster_NE_2,1995-02-01,4.29198184518347
cluster_NE_2,1995-03-01,4.78445820249384
cluster_NE_2,1995-04-01,5.13082142938521
cluster_NE_2,1995-05-01,5.46707448002358
cluster_NE_2,1995-06-01,7.32999866979997
cluster_NE_2,1995-07-01,7.75642300996812
cluster_NE_2,1995-08-01,7.81321393177118
