Cluster,Data,CapInst_acum
cluster_NE_2,2017-08,2414.785
cluster_NE_2,2017-09,2414.785
cluster_NE_2,2017-10,2538.785
cluster_NE_2,2017-11,2735.085
cluster_NE_2,2017-12,2793.085
cluster_NE_2,2018-01,2823.085
cluster_NE_2,2018-02,2823.085
cluster_NE_2,2018-03,2823.085
cluster_NE_2,2018-04,3028.085
cluster_NE_2,2018-05,3028.085
cluster_NE_2,2018-06,3200.085
cluster_NE_2,2018-07,3229.785
cluster_NE_2,2018-08,3289.185
cluster_NE_2,2018-09,3465.185
cluster_NE_2,2018-10,3554.285
cluster_NE_2,2018-11,3750.185
cluster_NE_2,2018-12,4003.135
cluster_NE_2,2019-01,4025.635
cluster_NE_2,2019-02,4155.635
cluster_NE_2,2019-03,4273.135
cluster_NE_2,2019-04,4413.135
cluster_NE_2,2019-05,4413.135
cluster_NE_2,2019-06,4413.135
cluster_NE_2,2019-07,4413.135
cluster_NE_2,2019-08,4442.535
cluster_NE_2,2019-09,4468.535
cluster_NE_2,2019-10,4478.535
cluster_NE_2,2019-11,4512.535
cluster_NE_2,2019-12,4512.535
cluster_NE_2,2020-01,4532.535
cluster_NE_2,2020-02,4552.535
cluster_NE_2,2020-03,4552.535
cluster_NE_2,2020-04,4552.535
cluster_NE_2,2020-05,4602.935
cluster_NE_2,2020-06,4653.335
cluster_NE_2,2020-07,4703.735
cluster_NE_2,2020-08,4703.735
cluster_NE_2,2020-09,4817.135
cluster_NE_2,2020-10,4850.735
cluster_NE_2,2020-11,4953.32
cluster_NE_2,2020-12,5057.69
cluster_NE_2,2021-01,5099.69
cluster_NE_2,2021-02,5124.89
cluster_NE_2,2021-03,5179.49
cluster_NE_2,2021-04,5265.29
cluster_NE_2,2021-05,5383.49
cluster_NE_2,2021-06,5454.89
cluster_NE_2,2021-07,5510.99
cluster_NE_2,2021-08,5565.59
cluster_NE_2,2021-09,5624.39
cluster_NE_2,2021-10,5624.39
cluster_NE_2,2021-11,5758.79
cluster_NE_2,2021-12,6090.19
cluster_NE_2,2022-01,6211.99
cluster_NE_2,2022-02,6449.29
cluster_NE_2,2022-03,6468.19
cluster_NE_2,2022-04,6468.19
cluster_NE_2,2022-05,6511.39
cluster_NE_2,2022-06,6530.29
cluster_NE_2,2022-07,6593.69
cluster_NE_2,2022-08,6786.39
cluster_NE_2,2022-09,6837.69
cluster_NE_2,2022-10,6881.09
cluster_NE_2,2022-11,6974.89
cluster_NE_2,2022-12,7030.69
cluster_NE_2,2023-01,7142.49
cluster_NE_2,2023-02,7410.19
cluster_NE_2,2023-03,7663.99
cluster_NE_2,2023-04,7743.79
cluster_NE_2,2023-05,7842.99
cluster_NE_2,2023-06,8157.69
cluster_NE_2,2023-07,8313.09
cluster_NE_2,2023-08,8500.39
cluster_NE_2,2023-09,8500.39
cluster_NE_2,2023-10,8580.19
cluster_NE_2,2023-11,8654.29
cluster_NE_2,2023-12,8743.09
cluster_NE_2,2024-01,8743.09
cluster_NE_2,2024-02,8743.09
cluster_NE_2,2024-03,8743.09
cluster_NE_2,2024-04,8743.09
cluster_NE_2,2024-05,8743.09
cluster_NE_2,2024-06,8748.39
cluster_NE_2,2024-07,8748.39
cluster_NE_2,2024-08,8748.39
cluster_NE_2,2024-09,8748.39
cluster_NE_2,2024-10,8748.39
cluster_NE_2,2024-11,8748.39
cluster_NE_2,2024-12,8780.19
cluster_NE_2,2025-01,9083.29
cluster_NE_2,2025-02,9083.29
cluster_NE_2,2025-03,9083.29
cluster_NE_2,2025-04,9083.29
cluster_NE_2,2025-05,9083.29
cluster_NE_2,2025-06,9155.29
cluster_NE_2,2025-07,9155.29
cluster_NE_2,2025-08,9155.29
cluster_NE_2,2025-09,9155.29
cluster_NE_2,2025-10,9155.29
cluster_NE_2,2025-11,9155.29
cluster_NE_2,2025-12,9226.69
cluster_NE_2,2026-01,9226.69
cluster_NE_2,2026-02,9226.69
cluster_NE_2,2026-03,9256.69
cluster_NE_2,2026-04,9256.69
cluster_NE_2,2026-05,9256.69
cluster_NE_2,2026-06,9256.69
cluster_NE_2,2026-07,9256.69
cluster_NE_2,2026-08,9256.69
cluster_NE_2,2026-09,9256.69
cluster_NE_2,2026-10,9256.69
cluster_NE_2,2026-11,9256.69
cluster_NE_2,2026-12,9256.69
cluster_NE_3,2017-01,883.75
cluster_NE_3,2017-02,932.05
cluster_NE_3,2017-03,980.35
cluster_NE_3,2017-04,980.35
cluster_NE_3,2017-05,1035.35
cluster_NE_3,2017-06,1092.65
cluster_NE_3,2017-07,1349.45
cluster_NE_3,2017-08,1493.35
cluster_NE_3,2017-09,1542.55
cluster_NE_3,2017-10,1601.85
cluster_NE_3,2017-11,1688.25
cluster_NE_3,2017-12,1750.55
cluster_NE_3,2018-01,1750.55
cluster_NE_3,2018-02,1778.75
cluster_NE_3,2018-03,1778.75
cluster_NE_3,2018-04,1778.75
cluster_NE_3,2018-05,1778.75
cluster_NE_3,2018-06,1778.75
cluster_NE_3,2018-07,1778.75
cluster_NE_3,2018-08,1778.75
cluster_NE_3,2018-09,1778.75
cluster_NE_3,2018-10,1805.75
cluster_NE_3,2018-11,1865.75
cluster_NE_3,2018-12,2047.75
cluster_NE_3,2019-01,2101.75
cluster_NE_3,2019-02,2101.75
cluster_NE_3,2019-03,2101.75
cluster_NE_3,2019-04,2101.75
cluster_NE_3,2019-05,2101.75
cluster_NE_3,2019-06,2101.75
cluster_NE_3,2019-07,2101.75
cluster_NE_3,2019-08,2101.75
cluster_NE_3,2019-09,2101.75
cluster_NE_3,2019-10,2198.95
cluster_NE_3,2019-11,2198.95
cluster_NE_3,2019-12,2198.95
cluster_NE_3,2020-01,2198.95
cluster_NE_3,2020-02,2198.95
cluster_NE_3,2020-03,2198.95
cluster_NE_3,2020-04,2198.95
cluster_NE_3,2020-05,2198.95
cluster_NE_3,2020-06,2198.95
cluster_NE_3,2020-07,2198.95
cluster_NE_3,2020-08,2198.95
cluster_NE_3,2020-09,2198.95
cluster_NE_3,2020-10,2198.95
cluster_NE_3,2020-11,2324.95
cluster_NE_3,2020-12,2643.4
cluster_NE_3,2021-01,2673.4
cluster_NE_3,2021-02,2703.4
cluster_NE_3,2021-03,2837.35
cluster_NE_3,2021-04,2914.6
cluster_NE_3,2021-05,2946.1
cluster_NE_3,2021-06,2946.1
cluster_NE_3,2021-07,2946.1
cluster_NE_3,2021-08,2946.1
cluster_NE_3,2021-09,2946.1
cluster_NE_3,2021-10,2946.1
cluster_NE_3,2021-11,2946.1
cluster_NE_3,2021-12,3028.9
cluster_NE_3,2022-01,3028.9
cluster_NE_3,2022-02,3028.9
cluster_NE_3,2022-03,3028.9
cluster_NE_3,2022-04,3028.9
cluster_NE_3,2022-05,3028.9
cluster_NE_3,2022-06,3064.1
cluster_NE_3,2022-07,3261
cluster_NE_3,2022-08,3491.67
cluster_NE_3,2022-09,3541.17
cluster_NE_3,2022-10,3590.67
cluster_NE_3,2022-11,3728.28
cluster_NE_3,2022-12,3948.28
cluster_NE_3,2023-01,4088.86
cluster_NE_3,2023-02,4236.26
cluster_NE_3,2023-03,4236.26
cluster_NE_3,2023-04,4236.26
cluster_NE_3,2023-05,4334.16
cluster_NE_3,2023-06,4369.36
cluster_NE_3,2023-07,4454.06
cluster_NE_3,2023-08,4454.06
cluster_NE_3,2023-09,4454.06
cluster_NE_3,2023-10,4503.56
cluster_NE_3,2023-11,4503.56
cluster_NE_3,2023-12,4594.76
cluster_NE_3,2024-01,4594.76
cluster_NE_3,2024-02,4594.76
cluster_NE_3,2024-03,4594.76
cluster_NE_3,2024-04,4594.76
cluster_NE_3,2024-05,4594.76
cluster_NE_3,2024-06,4594.76
cluster_NE_3,2024-07,4594.76
cluster_NE_3,2024-08,4594.76
cluster_NE_3,2024-09,4594.76
cluster_NE_3,2024-10,4594.76
cluster_NE_3,2024-11,4594.76
cluster_NE_3,2024-12,4594.76
cluster_NE_3,2025-01,4594.76
cluster_NE_3,2025-02,4594.76
cluster_NE_3,2025-03,4594.76
cluster_NE_3,2025-04,4594.76
cluster_NE_3,2025-05,4594.76
cluster_NE_3,2025-06,4594.76
cluster_NE_3,2025-07,4594.76
cluster_NE_3,2025-08,4594.76
cluster_NE_3,2025-09,4594.76
cluster_NE_3,2025-10,4594.76
cluster_NE_3,2025-11,4594.76
cluster_NE_3,2025-12,4594.76
cluster_NE_3,2026-01,4594.76
cluster_NE_3,2026-02,4594.76
cluster_NE_3,2026-03,4594.76
cluster_NE_3,2026-04,4594.76
cluster_NE_3,2026-05,4594.76
cluster_NE_3,2026-06,4594.76
cluster_NE_3,2026-07,4594.76
cluster_NE_3,2026-08,4594.76
cluster_NE_3,2026-09,4594.76
cluster_NE_3,2026-10,4594.76
cluster_NE_3,2026-11,4594.76
cluster_NE_3,2026-12,4594.76
cluster_S_1,2017-01,675
cluster_S_1,2017-02,675
cluster_S_1,2017-03,675
cluster_S_1,2017-04,675
cluster_S_1,2017-05,675
cluster_S_1,2017-06,675
cluster_S_1,2017-07,675
cluster_S_1,2017-08,675
cluster_S_1,2017-09,675
cluster_S_1,2017-10,675
cluster_S_1,2017-11,675
cluster_S_1,2017-12,675
cluster_S_1,2018-01,675
cluster_S_1,2018-02,675
cluster_S_1,2018-03,675
cluster_S_1,2018-04,675
cluster_S_1,2018-05,675
cluster_S_1,2018-06,675
cluster_S_1,2018-07,675
cluster_S_1,2018-08,675
cluster_S_1,2018-09,675
cluster_S_1,2018-10,675
cluster_S_1,2018-11,675
cluster_S_1,2018-12,675
cluster_S_1,2019-01,675
cluster_S_1,2019-02,675
cluster_S_1,2019-03,675
cluster_S_1,2019-04,675
cluster_S_1,2019-05,675
cluster_S_1,2019-06,675
cluster_S_1,2019-07,675
cluster_S_1,2019-08,675
cluster_S_1,2019-09,675
cluster_S_1,2019-10,675
cluster_S_1,2019-11,675
cluster_S_1,2019-12,675
cluster_S_1,2020-01,675
cluster_S_1,2020-02,675
cluster_S_1,2020-03,675
cluster_S_1,2020-04,675
cluster_S_1,2020-05,675
cluster_S_1,2020-06,675
cluster_S_1,2020-07,675
cluster_S_1,2020-08,675
cluster_S_1,2020-09,675
cluster_S_1,2020-10,675
cluster_S_1,2020-11,675
cluster_S_1,2020-12,675
cluster_S_1,2021-01,675
cluster_S_1,2021-02,675
cluster_S_1,2021-03,675
cluster_S_1,2021-04,675
cluster_S_1,2021-05,675
cluster_S_1,2021-06,675
cluster_S_1,2021-07,675
cluster_S_1,2021-08,675
cluster_S_1,2021-09,675
cluster_S_1,2021-10,675
cluster_S_1,2021-11,675
cluster_S_1,2021-12,675
cluster_S_1,2022-01,675
cluster_S_1,2022-02,675
cluster_S_1,2022-03,675
cluster_S_1,2022-04,675
cluster_S_1,2022-05,675
cluster_S_1,2022-06,675
cluster_S_1,2022-07,675
cluster_S_1,2022-08,675
cluster_S_1,2022-09,675
cluster_S_1,2022-10,675
cluster_S_1,2022-11,675
cluster_S_1,2022-12,675
cluster_S_1,2023-01,675
cluster_S_1,2023-02,675
cluster_S_1,2023-03,675
cluster_S_1,2023-04,675
cluster_S_1,2023-05,675
cluster_S_1,2023-06,675
cluster_S_1,2023-07,675
cluster_S_1,2023-08,675
cluster_S_1,2023-09,675
cluster_S_1,2023-10,675
cluster_S_1,2023-11,675
cluster_S_1,2023-12,675
cluster_S_1,2024-01,675
cluster_S_1,2024-02,675
cluster_S_1,2024-03,675
cluster_S_1,2024-04,675
cluster_S_1,2024-05,675
cluster_S_1,2024-06,675
cluster_S_1,2024-07,675
cluster_S_1,2024-08,675
cluster_S_1,2024-09,675
cluster_S_1,2024-10,675
cluster_S_1,2024-11,675
cluster_S_1,2024-12,675
cluster_S_1,2025-01,675
cluster_S_1,2025-02,675
cluster_S_1,2025-03,675
cluster_S_1,2025-04,675
cluster_S_1,2025-05,675
cluster_S_1,2025-06,675
cluster_S_1,2025-07,675
cluster_S_1,2025-08,675
cluster_S_1,2025-09,675
cluster_S_1,2025-10,675
cluster_S_1,2025-11,675
cluster_S_1,2025-12,675
cluster_S_1,2026-01,675
cluster_S_1,2026-02,675
cluster_S_1,2026-03,675
cluster_S_1,2026-04,675
cluster_S_1,2026-05,675
cluster_S_1,2026-06,675
cluster_S_1,2026-07,675
cluster_S_1,2026-08,675
cluster_S_1,2026-09,675
cluster_S_1,2026-10,675
cluster_S_1,2026-11,675
cluster_S_1,2026-12,675
cluster_S_2,2017-01,1191.89
cluster_S_2,2017-02,1215.89
cluster_S_2,2017-03,1233.89
cluster_S_2,2017-04,1233.89
cluster_S_2,2017-05,1248.89
cluster_S_2,2017-06,1263.89
cluster_S_2,2017-07,1296.89
cluster_S_2,2017-08,1296.89
cluster_S_2,2017-09,1344.89
cluster_S_2,2017-10,1344.89
cluster_S_2,2017-11,1344.89
cluster_S_2,2017-12,1344.89
cluster_S_2,2018-01,1344.89
cluster_S_2,2018-02,1344.89
cluster_S_2,2018-03,1344.89
cluster_S_2,2018-04,1344.89
cluster_S_2,2018-05,1344.89
cluster_S_2,2018-06,1344.89
cluster_S_2,2018-07,1344.89
cluster_S_2,2018-08,1344.89
cluster_S_2,2018-09,1344.89
cluster_S_2,2018-10,1344.89
cluster_S_2,2018-11,1344.89
cluster_S_2,2018-12,1344.89
cluster_S_2,2019-01,1344.89
cluster_S_2,2019-02,1344.89
cluster_S_2,2019-03,1344.89
cluster_S_2,2019-04,1344.89
cluster_S_2,2019-05,1344.89
cluster_S_2,2019-06,1344.89
cluster_S_2,2019-07,1344.89
cluster_S_2,2019-08,1344.89
cluster_S_2,2019-09,1344.89
cluster_S_2,2019-10,1344.89
cluster_S_2,2019-11,1344.89
cluster_S_2,2019-12,1344.89
cluster_S_2,2020-01,1344.89
cluster_S_2,2020-02,1344.89
cluster_S_2,2020-03,1344.89
cluster_S_2,2020-04,1344.89
cluster_S_2,2020-05,1344.89
cluster_S_2,2020-06,1344.89
cluster_S_2,2020-07,1344.89
cluster_S_2,2020-08,1344.89
cluster_S_2,2020-09,1344.89
cluster_S_2,2020-10,1344.89
cluster_S_2,2020-11,1344.89
cluster_S_2,2020-12,1344.89
cluster_S_2,2021-01,1344.89
cluster_S_2,2021-02,1344.89
cluster_S_2,2021-03,1344.89
cluster_S_2,2021-04,1344.89
cluster_S_2,2021-05,1344.89
cluster_S_2,2021-06,1344.89
cluster_S_2,2021-07,1344.89
cluster_S_2,2021-08,1344.89
cluster_S_2,2021-09,1344.89
cluster_S_2,2021-10,1344.89
cluster_S_2,2021-11,1344.89
cluster_S_2,2021-12,1344.89
cluster_S_2,2022-01,1344.89
cluster_S_2,2022-02,1344.89
cluster_S_2,2022-03,1344.89
cluster_S_2,2022-04,1344.89
cluster_S_2,2022-05,1344.89
cluster_S_2,2022-06,1344.89
cluster_S_2,2022-07,1344.89
cluster_S_2,2022-08,1344.89
cluster_S_2,2022-09,1344.89
cluster_S_2,2022-10,1344.89
cluster_S_2,2022-11,1344.89
cluster_S_2,2022-12,1344.89
cluster_S_2,2023-01,1344.89
cluster_S_2,2023-02,1344.89
cluster_S_2,2023-03,1344.89
cluster_S_2,2023-04,1344.89
cluster_S_2,2023-05,1344.89
cluster_S_2,2023-06,1344.89
cluster_S_2,2023-07,1344.89
cluster_S_2,2023-08,1344.89
cluster_S_2,2023-09,1344.89
cluster_S_2,2023-10,1344.89
cluster_S_2,2023-11,1344.89
cluster_S_2,2023-12,1344.89
cluster_S_2,2024-01,1344.89
cluster_S_2,2024-02,1344.89
cluster_S_2,2024-03,1344.89
cluster_S_2,2024-04,1344.89
cluster_S_2,2024-05,1344.89
cluster_S_2,2024-06,1344.89
cluster_S_2,2024-07,1344.89
cluster_S_2,2024-08,1344.89
cluster_S_2,2024-09,1344.89
cluster_S_2,2024-10,1344.89
cluster_S_2,2024-11,1344.89
cluster_S_2,2024-12,1344.89
cluster_S_2,2025-01,1344.89
cluster_S_2,2025-02,1344.89
cluster_S_2,2025-03,1344.89
cluster_S_2,2025-04,1344.89
cluster_S_2,2025-05,1344.89
cluster_S_2,2025-06,1344.89
cluster_S_2,2025-07,1344.89
cluster_S_2,2025-08,1344.89
cluster_S_2,2025-09,1344.89
cluster_S_2,2025-10,1344.89
cluster_S_2,2025-11,1344.89
cluster_S_2,2025-12,1344.89
cluster_S_2,2026-01,1344.89
cluster_S_2,2026-02,1344.89
cluster_S_2,2026-03,1344.89
cluster_S_2,2026-04,1344.89
cluster_S_2,2026-05,1344.89
cluster_S_2,2026-06,1344.89
cluster_S_2,2026-07,1344.89
cluster_S_2,2026-08,1344.89
cluster_S_2,2026-09,1344.89
cluster_S_2,2026-10,1344.89
cluster_S_2,2026-11,1344.89
cluster_S_2,2026-12,1344.89
