Cluster,b0,b1
cluster_NE_1,-0.37526789821732,0.0959787925650498
cluster_NE_2,-0.1333941779142,0.0916850456596986
cluster_NE_3,-0.174963152583076,0.0782472481674136
cluster_S_1,-0.315582793978327,0.142839274297775
cluster_S_2,-0.172337938667565,0.0803480408904282
