cluster,data_hora,vento
cluster_NE_2,1984-06-01,7.64026814147458
cluster_NE_2,1984-07-01,8.29752174583969
cluster_NE_2,1984-08-01,7.9765387948023
cluster_NE_2,1984-09-01,7.12802249008185
cluster_NE_2,1984-10-01,6.81453459300589
cluster_NE_2,1984-11-01,6.23639370026973
cluster_NE_2,1984-12-01,4.35536740300297
cluster_NE_2,1985-01-01,2.77440367885729
cluster_NE_2,1985-02-01,3.45912016918594
cluster_NE_2,1985-03-01,3.73807960169034
cluster_NE_2,1985-04-01,4.26141248918537
cluster_NE_2,1985-05-01,6.29535065592811
cluster_NE_2,1985-06-01,6.77050294880285
cluster_NE_2,1985-07-01,8.92441421699779
cluster_NE_2,1985-08-01,8.17320471779092
cluster_NE_2,1985-09-01,7.68953838335371
cluster_NE_2,1985-10-01,5.59632241808278
cluster_NE_2,1985-11-01,6.18492144439003
cluster_NE_2,1985-12-01,3.66382749405415
cluster_NE_2,1986-01-01,4.23723114199195
cluster_NE_2,1986-02-01,3.90810332521238
cluster_NE_2,1986-03-01,4.12838295745736
cluster_NE_2,1986-04-01,5.11748140705127
cluster_NE_2,1986-05-01,7.02126061657365
cluster_NE_2,1986-06-01,8.57221942633673
cluster_NE_2,1986-07-01,7.9542883536207
cluster_NE_2,1986-08-01,7.53876783840202
cluster_NE_2,1986-09-01,8.72325459730024
cluster_NE_2,1986-10-01,6.54338545921332
cluster_NE_2,1986-11-01,6.89250602901943
cluster_NE_2,1986-12-01,5.2793933178017
cluster_NE_2,1987-01-01,4.42520212318349
cluster_NE_2,1987-02-01,5.65430040651322
cluster_NE_2,1987-03-01,3.46353459212651
cluster_NE_2,1987-04-01,6.21511477429325
cluster_NE_2,1987-05-01,6.48891332294828
cluster_NE_2,1987-06-01,7.72676563285257
cluster_NE_2,1987-07-01,8.28287629327468
cluster_NE_2,1987-08-01,8.04116621611746
cluster_NE_2,1987-09-01,7.41569818279547
cluster_NE_2,1987-10-01,5.98286689640744
cluster_NE_2,1987-11-01,5.58523110423268
cluster_NE_2,1987-12-01,4.86047336867535
cluster_NE_2,1988-01-01,4.24477065417493
cluster_NE_2,1988-02-01,3.88769483351487
cluster_NE_2,1988-03-01,3.79135326220142
cluster_NE_2,1988-04-01,4.8835952289617
cluster_NE_2,1988-05-01,6.56093556854097
cluster_NE_2,1988-06-01,7.91027347109263
cluster_NE_2,1988-07-01,9.36073241154926
cluster_NE_2,1988-08-01,9.10193387191963
cluster_NE_2,1988-09-01,8.52516870133705
cluster_NE_2,1988-10-01,6.67627667550984
cluster_NE_2,1988-11-01,6.2383258114243
cluster_NE_2,1988-12-01,4.54632716727768
cluster_NE_2,1989-01-01,4.66050251450969
cluster_NE_2,1989-02-01,3.52128425423909
cluster_NE_2,1989-03-01,3.42524585780466
cluster_NE_2,1989-04-01,5.15279458872828
cluster_NE_2,1989-05-01,6.61441702834095
cluster_NE_2,1989-06-01,7.38663088417574
cluster_NE_2,1989-07-01,8.1034031801735
cluster_NE_2,1989-08-01,8.33791862265629
cluster_NE_2,1989-09-01,7.17986517869427
cluster_NE_2,1989-10-01,6.78700003147868
cluster_NE_2,1989-11-01,5.59574783046271
cluster_NE_2,1989-12-01,4.29631926140616
cluster_NE_2,1990-01-01,6.31636868142857
cluster_NE_2,1990-02-01,4.31805935767721
cluster_NE_2,1990-03-01,4.63035737583315
cluster_NE_2,1990-04-01,5.50317049911753
cluster_NE_2,1990-05-01,6.40244298029942
cluster_NE_2,1990-06-01,8.07632359121971
cluster_NE_2,1990-07-01,7.58426033543935
cluster_NE_2,1990-08-01,8.55959314112389
cluster_NE_2,1990-09-01,7.84082728557891
cluster_NE_2,1990-10-01,7.01968707201355
cluster_NE_2,1990-11-01,6.04464026988174
cluster_NE_2,1990-12-01,5.36356719391
cluster_NE_2,1991-01-01,3.70160269832883
cluster_NE_2,1991-02-01,4.10958308366783
cluster_NE_2,1991-03-01,4.27596674966223
cluster_NE_2,1991-04-01,5.30174234203185
cluster_NE_2,1991-05-01,7.56758149808939
cluster_NE_2,1991-06-01,8.16847735446958
cluster_NE_2,1991-07-01,8.79045967969397
cluster_NE_2,1991-08-01,9.26933699008259
cluster_NE_2,1991-09-01,7.99183449579146
cluster_NE_2,1991-10-01,7.5689701235876
cluster_NE_2,1991-11-01,5.37048949854787
cluster_NE_2,1991-12-01,4.64607399276167
cluster_NE_2,1992-01-01,4.11322742415722
cluster_NE_2,1992-02-01,6.59569527273252
cluster_NE_2,1992-03-01,6.97495605695019
cluster_NE_2,1992-04-01,5.82875054677995
cluster_NE_2,1992-05-01,6.65126707802663
cluster_NE_2,1992-06-01,8.1638827781929
cluster_NE_2,1992-07-01,8.54046253395974
cluster_NE_2,1992-08-01,8.50449718848745
cluster_NE_2,1992-09-01,8.17715686465652
cluster_NE_2,1992-10-01,6.90243231627263
cluster_NE_2,1992-11-01,5.84984706578755
cluster_NE_2,1992-12-01,5.6907381085372
cluster_NE_2,1993-01-01,5.59743928852647
cluster_NE_2,1993-02-01,4.50497982358109
cluster_NE_2,1993-03-01,4.75033710513964
cluster_NE_2,1993-04-01,5.59208283351828
cluster_NE_2,1993-05-01,7.53542899204368
cluster_NE_2,1993-06-01,8.38751894426265
cluster_NE_2,1993-07-01,8.36859957648763
cluster_NE_2,1993-08-01,8.19438890909733
cluster_NE_2,1993-09-01,6.82381141747899
cluster_NE_2,1993-10-01,7.5874421620661
cluster_NE_2,1993-11-01,6.50758509440356
cluster_NE_2,1993-12-01,5.28889829549056
cluster_NE_2,1994-01-01,3.38066486833727
cluster_NE_2,1994-02-01,3.4790859890745
cluster_NE_2,1994-03-01,3.51731211034253
cluster_NE_2,1994-04-01,5.61198671305054
cluster_NE_2,1994-05-01,7.20981149012257
cluster_NE_2,1994-06-01,7.49512268183964
cluster_NE_2,1994-07-01,8.61627738762453
cluster_NE_2,1994-08-01,8.42622781440585
cluster_NE_2,1994-09-01,8.65851515129511
cluster_NE_2,1994-10-01,7.45359013034534
cluster_NE_2,1994-11-01,6.31415040912818
cluster_NE_2,1994-12-01,5.88693561394516
cluster_NE_2,1995-01-01,3.71292490516093
cluster_NE_2,1995-02-01,2.76124298038285
cluster_NE_2,1995-03-01,3.50140973440014
cluster_NE_2,1995-04-01,4.69801371218662
cluster_NE_2,1995-05-01,5.33210681137495
cluster_NE_2,1995-06-01,8.25774132091794
cluster_NE_2,1995-07-01,8.59511538570141
cluster_NE_2,1995-08-01,8.57491658341627
cluster_NE_2,1995-09-01,8.71915055873101
cluster_NE_2,1995-10-01,6.15565699282552
cluster_NE_2,1995-11-01,5.69396434992614
cluster_NE_2,1995-12-01,3.9561082880755
cluster_NE_2,1996-01-01,4.15131552470636
cluster_NE_2,1996-02-01,3.43247881783059
cluster_NE_2,1996-03-01,2.8268011676344
cluster_NE_2,1996-04-01,5.00571926194946
cluster_NE_2,1996-05-01,6.66281454653269
cluster_NE_2,1996-06-01,8.42947872177973
cluster_NE_2,1996-07-01,8.50764279945061
cluster_NE_2,1996-08-01,8.48582889803359
cluster_NE_2,1996-09-01,8.3366674190026
cluster_NE_2,1996-10-01,6.17826455834272
cluster_NE_2,1996-11-01,5.62096638469134
cluster_NE_2,1996-12-01,5.09389424919899
cluster_NE_2,1997-01-01,3.48823044734439
cluster_NE_2,1997-02-01,5.63697441535773
cluster_NE_2,1997-03-01,4.46856090900407
cluster_NE_2,1997-04-01,5.52078484375376
cluster_NE_2,1997-05-01,7.79270065153248
cluster_NE_2,1997-06-01,6.62974816906066
cluster_NE_2,1997-07-01,8.65703405720062
cluster_NE_2,1997-08-01,8.8144296021334
cluster_NE_2,1997-09-01,6.34748011093693
cluster_NE_2,1997-10-01,5.57860173968317
cluster_NE_2,1997-11-01,5.19456491805718
cluster_NE_2,1997-12-01,4.16038107909978
cluster_NE_2,1998-01-01,3.5806239465816
cluster_NE_2,1998-02-01,4.08906569238797
cluster_NE_2,1998-03-01,4.40930360322951
cluster_NE_2,1998-04-01,6.02418696545354
cluster_NE_2,1998-05-01,7.38772598701395
cluster_NE_2,1998-06-01,8.91282921431775
cluster_NE_2,1998-07-01,8.56229836969606
cluster_NE_2,1998-08-01,8.58568905511925
cluster_NE_2,1998-09-01,8.46574246434277
cluster_NE_2,1998-10-01,7.1767601277466
cluster_NE_2,1998-11-01,3.88189732790662
cluster_NE_2,1998-12-01,4.23862239947725
cluster_NE_2,1999-01-01,3.61360394545776
cluster_NE_2,1999-02-01,3.92392710412862
cluster_NE_2,1999-03-01,3.37418877992123
cluster_NE_2,1999-04-01,5.98064425752738
cluster_NE_2,1999-05-01,6.46580052167618
cluster_NE_2,1999-06-01,7.87799486827529
cluster_NE_2,1999-07-01,8.83277150653292
cluster_NE_2,1999-08-01,9.17438663604964
cluster_NE_2,1999-09-01,8.30393632759648
cluster_NE_2,1999-10-01,7.22514016663431
cluster_NE_2,1999-11-01,5.55749400030291
cluster_NE_2,1999-12-01,5.01094508569376
cluster_NE_2,2000-01-01,4.105141868485
cluster_NE_2,2000-02-01,3.60250563289521
cluster_NE_2,2000-03-01,4.62622425641684
cluster_NE_2,2000-04-01,5.62525246157658
cluster_NE_2,2000-05-01,7.01621428381128
cluster_NE_2,2000-06-01,8.06863307790314
cluster_NE_2,2000-07-01,8.15868753503695
cluster_NE_2,2000-08-01,8.42548900447926
cluster_NE_2,2000-09-01,8.45716773562253
cluster_NE_2,2000-10-01,7.0931642170525
cluster_NE_2,2000-11-01,5.58837459639926
cluster_NE_2,2000-12-01,4.29926195738845
cluster_NE_2,2001-01-01,5.22825642036856
cluster_NE_2,2001-02-01,3.28821218458673
cluster_NE_2,2001-03-01,4.21497602989409
cluster_NE_2,2001-04-01,6.16396184786314
cluster_NE_2,2001-05-01,5.55882126327754
cluster_NE_2,2001-06-01,8.30146771243756
cluster_NE_2,2001-07-01,8.56494374830774
cluster_NE_2,2001-08-01,9.50926690537574
cluster_NE_2,2001-09-01,8.02839796224652
cluster_NE_2,2001-10-01,6.70511649387764
cluster_NE_2,2001-11-01,5.38259148707629
cluster_NE_2,2001-12-01,5.62910959857112
cluster_NE_2,2002-01-01,4.11020817890177
cluster_NE_2,2002-02-01,5.45084295989162
cluster_NE_2,2002-03-01,5.2606347208322
cluster_NE_2,2002-04-01,5.77571476001804
cluster_NE_2,2002-05-01,6.95525246086604
cluster_NE_2,2002-06-01,8.54437907628581
cluster_NE_2,2002-07-01,8.10748920696813
cluster_NE_2,2002-08-01,8.86343034892923
cluster_NE_2,2002-09-01,7.40593423360464
cluster_NE_2,2002-10-01,7.48772640822987
cluster_NE_2,2002-11-01,6.31550523588989
cluster_NE_2,2002-12-01,4.48641383820065
cluster_NE_2,2003-01-01,3.701615313815
cluster_NE_2,2003-02-01,5.12420556907139
cluster_NE_2,2003-03-01,4.01153322954649
cluster_NE_2,2003-04-01,5.38102236171071
cluster_NE_2,2003-05-01,6.56731773877424
cluster_NE_2,2003-06-01,7.94808226745405
cluster_NE_2,2003-07-01,8.74564913783267
cluster_NE_2,2003-08-01,8.20910784756513
cluster_NE_2,2003-09-01,8.31401419920443
cluster_NE_2,2003-10-01,8.07484165347485
cluster_NE_2,2003-11-01,6.30487150720874
cluster_NE_2,2003-12-01,4.7202570065705
cluster_NE_2,2004-01-01,3.66709198261004
cluster_NE_2,2004-02-01,4.1797221627561
cluster_NE_2,2004-03-01,4.41115290300119
cluster_NE_2,2004-04-01,5.21090186607028
cluster_NE_2,2004-05-01,6.68655027588094
cluster_NE_2,2004-06-01,8.27265480168072
cluster_NE_2,2004-07-01,8.25795695517342
cluster_NE_2,2004-08-01,8.44620226498794
cluster_NE_2,2004-09-01,8.68575741854659
cluster_NE_2,2004-10-01,6.80445836878308
cluster_NE_2,2004-11-01,6.50045802939717
cluster_NE_2,2004-12-01,4.83117082893399
cluster_NE_2,2005-01-01,3.78340514167674
cluster_NE_2,2005-02-01,4.39621143513384
cluster_NE_2,2005-03-01,3.59981797966535
cluster_NE_2,2005-04-01,6.32522022794586
cluster_NE_2,2005-05-01,7.2180430551763
cluster_NE_2,2005-06-01,8.31938019755743
cluster_NE_2,2005-07-01,8.8084029441297
cluster_NE_2,2005-08-01,8.97501427072217
cluster_NE_2,2005-09-01,7.98457019060413
cluster_NE_2,2005-10-01,7.38418272777094
cluster_NE_2,2005-11-01,5.87101941261845
cluster_NE_2,2005-12-01,5.35316425391465
cluster_NE_2,2006-01-01,6.31684653099518
cluster_NE_2,2006-02-01,3.12101538310592
cluster_NE_2,2006-03-01,3.34446302497696
cluster_NE_2,2006-04-01,4.154428891601
cluster_NE_2,2006-05-01,6.82372229991507
cluster_NE_2,2006-06-01,8.70578396422176
cluster_NE_2,2006-07-01,8.49948997347357
cluster_NE_2,2006-08-01,8.59104516222606
cluster_NE_2,2006-09-01,7.87443652197904
cluster_NE_2,2006-10-01,6.36862601826792
cluster_NE_2,2006-11-01,5.66448249104273
cluster_NE_2,2006-12-01,4.80953461280493
cluster_NE_2,2007-01-01,4.76261869386618
cluster_NE_2,2007-02-01,3.8797325398345
cluster_NE_2,2007-03-01,6.43386720994032
cluster_NE_2,2007-04-01,5.85480463123578
cluster_NE_2,2007-05-01,7.55853317700383
cluster_NE_2,2007-06-01,8.52924026445418
cluster_NE_2,2007-07-01,8.33713674658865
cluster_NE_2,2007-08-01,9.5797751864525
cluster_NE_2,2007-09-01,9.22208511166015
cluster_NE_2,2007-10-01,7.93262863937085
cluster_NE_2,2007-11-01,6.07597136576493
cluster_NE_2,2007-12-01,5.38200684743056
cluster_NE_2,2008-01-01,4.4257521964396
cluster_NE_2,2008-02-01,4.20052307442833
cluster_NE_2,2008-03-01,3.02507681274231
cluster_NE_2,2008-04-01,4.31872889525123
cluster_NE_2,2008-05-01,6.983106162298
cluster_NE_2,2008-06-01,8.14264461265807
cluster_NE_2,2008-07-01,8.89636050504953
cluster_NE_2,2008-08-01,8.49835464913635
cluster_NE_2,2008-09-01,8.34313207571113
cluster_NE_2,2008-10-01,8.27686423209969
cluster_NE_2,2008-11-01,5.74006938309022
cluster_NE_2,2008-12-01,4.77568856580031
cluster_NE_2,2009-01-01,4.67159222102303
cluster_NE_2,2009-02-01,4.31191049753958
cluster_NE_2,2009-03-01,3.49717628592219
cluster_NE_2,2009-04-01,3.58942947445787
cluster_NE_2,2009-05-01,6.05006720591505
cluster_NE_2,2009-06-01,7.40862130374763
cluster_NE_2,2009-07-01,7.77596068092142
cluster_NE_2,2009-08-01,8.42632551014753
cluster_NE_2,2009-09-01,7.45548523817664
cluster_NE_2,2009-10-01,5.27119060324439
cluster_NE_2,2009-11-01,6.00983684004863
cluster_NE_2,2009-12-01,4.74205550019388
cluster_NE_2,2010-01-01,4.57381863208145
cluster_NE_2,2010-02-01,5.83264409721123
cluster_NE_2,2010-03-01,4.27413745103409
cluster_NE_2,2010-04-01,6.18188798057313
cluster_NE_2,2010-05-01,6.6372713604131
cluster_NE_2,2010-06-01,8.42076420702654
cluster_NE_2,2010-07-01,9.08258512398509
cluster_NE_2,2010-08-01,9.12785837485275
cluster_NE_2,2010-09-01,8.86684969057066
cluster_NE_2,2010-10-01,6.24091363555839
cluster_NE_2,2010-11-01,5.40433228859361
cluster_NE_2,2010-12-01,4.39803104086445
cluster_NE_2,2011-01-01,4.43137726487359
cluster_NE_2,2011-02-01,3.69566036848767
cluster_NE_2,2011-03-01,3.27496003682432
cluster_NE_2,2011-04-01,5.70586982007746
cluster_NE_2,2011-05-01,7.56150952493389
cluster_NE_2,2011-06-01,7.82365816706857
cluster_NE_2,2011-07-01,8.46389208094724
cluster_NE_2,2011-08-01,8.22576355025609
cluster_NE_2,2011-09-01,8.94179157491245
cluster_NE_2,2011-10-01,6.69969569595643
cluster_NE_2,2011-11-01,6.33267061195052
cluster_NE_2,2011-12-01,5.64279263414569
cluster_NE_2,2012-01-01,5.47355918821827
cluster_NE_2,2012-02-01,5.612978511557
cluster_NE_2,2012-03-01,5.1925621234934
cluster_NE_2,2012-04-01,6.20952330015513
cluster_NE_2,2012-05-01,7.51121737863808
cluster_NE_2,2012-06-01,7.77714325955678
cluster_NE_2,2012-07-01,8.89586512854175
cluster_NE_2,2012-08-01,9.49428619197063
cluster_NE_2,2012-09-01,8.66211206790795
cluster_NE_2,2012-10-01,8.15465628455186
cluster_NE_2,2012-11-01,4.92652786961274
cluster_NE_2,2012-12-01,5.23886171454427
cluster_NE_2,2013-01-01,4.24668696241347
cluster_NE_2,2013-02-01,6.06013271474074
cluster_NE_2,2013-03-01,4.59149925406926
cluster_NE_2,2013-04-01,5.41182747716519
cluster_NE_2,2013-05-01,6.98496528222149
cluster_NE_2,2013-06-01,7.61478270417373
cluster_NE_2,2013-07-01,8.36700273899997
cluster_NE_2,2013-08-01,8.86702905862818
cluster_NE_2,2013-09-01,8.47998504099748
cluster_NE_2,2013-10-01,7.67944060198086
cluster_NE_2,2013-11-01,6.16960547736756
cluster_NE_2,2013-12-01,4.5547629418873
cluster_NE_2,2014-01-01,5.9971114786295
cluster_NE_2,2014-02-01,5.68634700596667
cluster_NE_2,2014-03-01,4.82761814079283
cluster_NE_2,2014-04-01,5.01850979975667
cluster_NE_2,2014-05-01,7.02843479362908
cluster_NE_2,2014-06-01,8.33162375883731
cluster_NE_2,2014-07-01,8.81682941932608
cluster_NE_2,2014-08-01,8.8261364392088
cluster_NE_2,2014-09-01,8.13740886236409
cluster_NE_2,2014-10-01,8.14704987542288
cluster_NE_2,2014-11-01,5.93752523957198
cluster_NE_2,2014-12-01,5.73639565927219
cluster_NE_2,2015-01-01,5.59101937659138
cluster_NE_2,2015-02-01,4.87548929004897
cluster_NE_2,2015-03-01,4.0432242456612
cluster_NE_2,2015-04-01,4.27687686275404
cluster_NE_2,2015-05-01,7.04962902715066
cluster_NE_2,2015-06-01,8.19617513299672
cluster_NE_2,2015-07-01,8.65797816856813
cluster_NE_2,2015-08-01,8.83273551133939
cluster_NE_2,2015-09-01,7.63976493633553
cluster_NE_2,2015-10-01,7.3439999051327
cluster_NE_2,2015-11-01,5.94036376366561
cluster_NE_2,2015-12-01,6.37321689781017
cluster_NE_2,2016-01-01,3.88787183918062
cluster_NE_2,2016-02-01,6.07503486511423
cluster_NE_2,2016-03-01,5.34777908559717
cluster_NE_2,2016-04-01,6.71202438427348
cluster_NE_2,2016-05-01,7.22866313492355
cluster_NE_2,2016-06-01,7.7359925727611
cluster_NE_2,2016-07-01,8.59082032162367
cluster_NE_2,2016-08-01,8.49254660833648
cluster_NE_2,2016-09-01,7.90007066130156
cluster_NE_2,2016-10-01,7.28812727990834
cluster_NE_2,2016-11-01,6.43202928713352
cluster_NE_2,2016-12-01,5.72088095740933
cluster_NE_2,2017-01-01,4.93501689025398
cluster_NE_2,2017-02-01,4.29922122446429
cluster_NE_2,2017-03-01,3.92934169591697
cluster_NE_2,2017-04-01,6.14420597454168
cluster_NE_2,2017-05-01,7.37477005940611
cluster_NE_2,2017-06-01,8.64253271770207
cluster_NE_2,2017-07-01,9.81956291954197
cluster_NE_2,2017-08-01,8.62983369480141
cluster_NE_2,2017-09-01,9.91086928283319
cluster_NE_2,2017-10-01,8.35080168544526
cluster_NE_2,2017-11-01,5.59132253192254
cluster_NE_2,2017-12-01,5.20104129867828
cluster_NE_2,2018-01-01,4.91981981832055
cluster_NE_2,2018-02-01,3.82869694643795
cluster_NE_2,2018-03-01,3.93067313365288
cluster_NE_2,2018-04-01,5.74974578373915
cluster_NE_2,2018-05-01,7.45914972056383
cluster_NE_2,2018-06-01,8.08210695988643
cluster_NE_2,2018-07-01,8.40827963513403
cluster_NE_2,2018-08-01,8.13304986111769
cluster_NE_2,2018-09-01,7.98649192133726
cluster_NE_2,2018-10-01,6.17971358225137
cluster_NE_2,2018-11-01,6.45842999503395
cluster_NE_2,2018-12-01,4.92908111130723
cluster_NE_2,2019-01-01,5.59321609593889
cluster_NE_2,2019-02-01,3.75182498830201
cluster_NE_2,2019-03-01,4.24101568142659
cluster_NE_2,2019-04-01,4.52198154952737
cluster_NE_2,2019-05-01,6.07674325580869
cluster_NE_2,2019-06-01,8.34303516464605
cluster_NE_2,2019-07-01,8.30408749252575
cluster_NE_2,2019-08-01,9.03830556406004
cluster_NE_2,2019-09-01,8.15049249946622
cluster_NE_2,2019-10-01,7.2957316229056
cluster_NE_2,2019-11-01,5.97982058507509
cluster_NE_2,2019-12-01,5.89898416444042
cluster_NE_2,2020-01-01,3.3043810640704
cluster_NE_2,2020-02-01,3.61611663192041
cluster_NE_2,2020-03-01,3.38937662961269
cluster_NE_2,2020-04-01,4.68706865311982
cluster_NE_2,2020-05-01,6.35846719095901
cluster_NE_2,2020-06-01,7.93362759095007
cluster_NE_2,2020-07-01,8.69052170433449
cluster_NE_2,2020-08-01,8.99998388417433
cluster_NE_2,2020-09-01,8.4737154198875
cluster_NE_2,2020-10-01,6.55669885317624
cluster_NE_2,2020-11-01,5.84282223706902
cluster_NE_2,2020-12-01,5.45129156097188
cluster_NE_2,2021-01-01,5.41355966062731
cluster_NE_2,2021-02-01,3.80156122739771
cluster_NE_2,2021-03-01,4.41539433864615
cluster_NE_2,2021-04-01,5.55751787538603
cluster_NE_2,2021-05-01,7.25023187565284
cluster_NE_2,2021-06-01,7.68371656427837
cluster_NE_2,2021-07-01,8.52915654822213
cluster_NE_2,2021-08-01,9.19185275728049
cluster_NE_2,2021-09-01,7.98926725611305
cluster_NE_2,2021-10-01,6.45490951294032
cluster_NE_2,2021-11-01,4.70049807617042
cluster_NE_2,2021-12-01,4.49240493964479
cluster_NE_3,1979-01-01,4.05619407098822
cluster_NE_3,1979-02-01,4.28878102187961
cluster_NE_3,1979-03-01,4.67674323456723
cluster_NE_3,1979-04-01,4.7502213545643
cluster_NE_3,1979-05-01,5.14893586849477
cluster_NE_3,1979-06-01,6.53225126541722
cluster_NE_3,1979-07-01,6.05427542456617
cluster_NE_3,1979-08-01,6.27513588027961
cluster_NE_3,1979-09-01,6.73504661312001
cluster_NE_3,1979-10-01,5.91358654215808
cluster_NE_3,1979-11-01,4.82715181817881
cluster_NE_3,1979-12-01,4.03583113528692
cluster_NE_3,1980-01-01,4.017990533373
cluster_NE_3,1980-02-01,4.37017617762364
cluster_NE_3,1980-03-01,5.76617705266983
cluster_NE_3,1980-04-01,5.3592329973841
cluster_NE_3,1980-05-01,6.05891644684794
cluster_NE_3,1980-06-01,5.92592142847671
cluster_NE_3,1980-07-01,6.07226300757411
cluster_NE_3,1980-08-01,6.63054337294602
cluster_NE_3,1980-09-01,6.29958211000054
cluster_NE_3,1980-10-01,6.53854268427275
cluster_NE_3,1980-11-01,5.09178293882683
cluster_NE_3,1980-12-01,4.16027396689505
cluster_NE_3,1981-01-01,4.78800308274057
cluster_NE_3,1981-02-01,6.48331776290176
cluster_NE_3,1981-03-01,3.34527163734881
cluster_NE_3,1981-04-01,5.0815042313665
cluster_NE_3,1981-05-01,5.83287773455414
cluster_NE_3,1981-06-01,5.77764182905828
cluster_NE_3,1981-07-01,6.30297569065838
cluster_NE_3,1981-08-01,6.15454328026971
cluster_NE_3,1981-09-01,6.50316723340852
cluster_NE_3,1981-10-01,5.44455006224588
cluster_NE_3,1981-11-01,4.66062546088495
cluster_NE_3,1981-12-01,5.54885905474286
cluster_NE_3,1982-01-01,4.68425600437576
cluster_NE_3,1982-02-01,5.66594186551997
cluster_NE_3,1982-03-01,3.62979520996521
cluster_NE_3,1982-04-01,5.30106213002253
cluster_NE_3,1982-05-01,6.15481372057558
cluster_NE_3,1982-06-01,6.19251654512896
cluster_NE_3,1982-07-01,6.20683760282776
cluster_NE_3,1982-08-01,6.50655792491572
cluster_NE_3,1982-09-01,6.43781685160049
cluster_NE_3,1982-10-01,5.67036428584201
cluster_NE_3,1982-11-01,5.9262529037464
cluster_NE_3,1982-12-01,5.70835164588826
cluster_NE_3,1983-01-01,4.16130459591825
cluster_NE_3,1983-02-01,5.20860925245779
cluster_NE_3,1983-03-01,5.30268802394064
cluster_NE_3,1983-04-01,5.69930563711527
cluster_NE_3,1983-05-01,5.83044843776757
cluster_NE_3,1983-06-01,6.05071759655603
cluster_NE_3,1983-07-01,6.10211711898595
cluster_NE_3,1983-08-01,6.38168499369782
cluster_NE_3,1983-09-01,6.55385545004298
cluster_NE_3,1983-10-01,6.4596552276142
cluster_NE_3,1983-11-01,4.62085362433107
cluster_NE_3,1983-12-01,4.82645955382937
cluster_NE_3,1984-01-01,4.95386848769788
cluster_NE_3,1984-02-01,5.89677731177866
cluster_NE_3,1984-03-01,3.86051943550964
cluster_NE_3,1984-04-01,5.17359953471436
cluster_NE_3,1984-05-01,5.67996718616238
cluster_NE_3,1984-06-01,6.04710696664141
cluster_NE_3,1984-07-01,6.57984972271295
cluster_NE_3,1984-08-01,6.42336721624006
cluster_NE_3,1984-09-01,6.06439921671744
cluster_NE_3,1984-10-01,6.18533942652613
cluster_NE_3,1984-11-01,5.77499114823082
cluster_NE_3,1984-12-01,4.67621553898904
cluster_NE_3,1985-01-01,3.03265259972546
cluster_NE_3,1985-02-01,4.44013713076035
cluster_NE_3,1985-03-01,3.95038910952289
cluster_NE_3,1985-04-01,4.77047687520724
cluster_NE_3,1985-05-01,5.49855124298693
cluster_NE_3,1985-06-01,5.10420619296359
cluster_NE_3,1985-07-01,7.22476911672568
cluster_NE_3,1985-08-01,6.52036271885561
cluster_NE_3,1985-09-01,6.26920212141258
cluster_NE_3,1985-10-01,5.05293811511739
cluster_NE_3,1985-11-01,5.41956727691643
cluster_NE_3,1985-12-01,3.64233175672773
cluster_NE_3,1986-01-01,4.52288050452458
cluster_NE_3,1986-02-01,4.37725983596983
cluster_NE_3,1986-03-01,4.91320188820514
cluster_NE_3,1986-04-01,5.05030695981575
cluster_NE_3,1986-05-01,5.84124161421624
cluster_NE_3,1986-06-01,6.75419207563693
cluster_NE_3,1986-07-01,6.09354234096639
cluster_NE_3,1986-08-01,6.16587665961559
cluster_NE_3,1986-09-01,7.28730582778
cluster_NE_3,1986-10-01,6.06891098533649
cluster_NE_3,1986-11-01,6.27625529699514
cluster_NE_3,1986-12-01,4.87761489446001
cluster_NE_3,1987-01-01,4.77808222767649
cluster_NE_3,1987-02-01,6.17949201043105
cluster_NE_3,1987-03-01,3.781814522612
cluster_NE_3,1987-04-01,5.54032664628585
cluster_NE_3,1987-05-01,5.09077303896622
cluster_NE_3,1987-06-01,5.96084281313764
cluster_NE_3,1987-07-01,6.36309445543679
cluster_NE_3,1987-08-01,6.21828981206877
cluster_NE_3,1987-09-01,6.38266248603091
cluster_NE_3,1987-10-01,5.63503341972856
cluster_NE_3,1987-11-01,5.16099553202677
cluster_NE_3,1987-12-01,4.77976283033827
cluster_NE_3,1988-01-01,4.80941614349035
cluster_NE_3,1988-02-01,4.68083513678382
cluster_NE_3,1988-03-01,3.67302551708792
cluster_NE_3,1988-04-01,4.88448816067829
cluster_NE_3,1988-05-01,5.10770921482556
cluster_NE_3,1988-06-01,6.13110798254348
cluster_NE_3,1988-07-01,7.18502805596417
cluster_NE_3,1988-08-01,7.03046426316044
cluster_NE_3,1988-09-01,6.9682625187806
cluster_NE_3,1988-10-01,6.0033507870514
cluster_NE_3,1988-11-01,5.78641883050435
cluster_NE_3,1988-12-01,4.02091738149061
cluster_NE_3,1989-01-01,5.15309347789385
cluster_NE_3,1989-02-01,4.16015034362737
cluster_NE_3,1989-03-01,4.38786094500767
cluster_NE_3,1989-04-01,5.26182871282838
cluster_NE_3,1989-05-01,5.88855135897847
cluster_NE_3,1989-06-01,5.78712299979397
cluster_NE_3,1989-07-01,6.09484762561734
cluster_NE_3,1989-08-01,6.79318597159621
cluster_NE_3,1989-09-01,6.12038361722504
cluster_NE_3,1989-10-01,6.25645580375218
cluster_NE_3,1989-11-01,5.03774187690553
cluster_NE_3,1989-12-01,4.39261844426958
