data_hora,capacidade_instalada,cluster
2001-05-09,2.5,cluster_S_1
2001-06-09,2.5,cluster_S_1
2001-07-09,2.5,cluster_S_1
2001-08-09,2.5,cluster_S_1
2001-09-09,2.5,cluster_S_1
2001-10-09,2.5,cluster_S_1
2001-11-09,2.5,cluster_S_1
2001-12-09,2.5,cluster_S_1
2002-01-09,2.5,cluster_S_1
2002-02-09,2.5,cluster_S_1
2002-03-09,2.5,cluster_S_1
2002-04-09,3.1,cluster_S_1
2002-05-09,3.1,cluster_S_1
2002-06-09,3.1,cluster_S_1
2002-07-09,3.1,cluster_S_1
2002-08-09,3.1,cluster_S_1
2002-09-09,3.1,cluster_S_1
2002-10-09,3.1,cluster_S_1
2002-11-09,3.1,cluster_S_1
2002-12-09,3.1,cluster_S_1
2003-01-09,3.1,cluster_S_1
2003-02-09,3.1,cluster_S_1
2003-03-09,3.1,cluster_S_1
2003-04-09,3.1,cluster_S_1
2003-05-09,3.1,cluster_S_1
2003-06-09,3.1,cluster_S_1
2003-07-09,3.1,cluster_S_1
2003-08-09,3.1,cluster_S_1
2003-09-09,3.1,cluster_S_1
2003-10-09,3.1,cluster_S_1
2003-11-09,3.1,cluster_S_1
2003-12-09,3.1,cluster_S_1
2004-01-09,3.1,cluster_S_1
2004-02-09,3.1,cluster_S_1
2004-03-09,7.9,cluster_S_1
2004-04-09,7.9,cluster_S_1
2004-05-09,7.9,cluster_S_1
2004-06-09,7.9,cluster_S_1
2004-07-09,7.9,cluster_S_1
2004-08-09,7.9,cluster_S_1
2004-09-09,7.9,cluster_S_1
2004-10-09,7.9,cluster_S_1
2004-11-09,7.9,cluster_S_1
2004-12-09,7.9,cluster_S_1
2005-01-09,7.9,cluster_S_1
2005-02-09,7.9,cluster_S_1
2005-03-09,7.9,cluster_S_1
2005-04-09,7.9,cluster_S_1
2005-05-09,7.9,cluster_S_1
2005-06-09,7.9,cluster_S_1
2005-07-09,7.9,cluster_S_1
2005-08-09,7.9,cluster_S_1
2005-09-09,7.9,cluster_S_1
2005-10-09,7.9,cluster_S_1
2005-11-09,7.9,cluster_S_1
2005-12-09,7.9,cluster_S_1
2006-01-09,7.9,cluster_S_1
2006-02-09,7.9,cluster_S_1
2006-03-09,7.9,cluster_S_1
2006-04-09,7.9,cluster_S_1
2006-05-09,7.9,cluster_S_1
2006-06-09,7.9,cluster_S_1
2006-07-09,7.9,cluster_S_1
2006-08-09,7.9,cluster_S_1
2006-09-09,16.9,cluster_S_1
2006-10-09,16.9,cluster_S_1
2006-11-09,16.9,cluster_S_1
2006-12-09,16.9,cluster_S_1
2007-01-09,16.9,cluster_S_1
2007-02-09,16.9,cluster_S_1
2007-03-09,16.9,cluster_S_1
2007-04-09,16.9,cluster_S_1
2007-05-09,16.9,cluster_S_1
2007-06-09,16.9,cluster_S_1
2007-07-09,16.9,cluster_S_1
2007-08-09,16.9,cluster_S_1
2007-09-09,16.9,cluster_S_1
2007-10-09,16.9,cluster_S_1
2007-11-09,16.9,cluster_S_1
2007-12-09,16.9,cluster_S_1
2008-01-09,16.9,cluster_S_1
2008-02-09,16.9,cluster_S_1
2008-03-09,16.9,cluster_S_1
2008-04-09,16.9,cluster_S_1
2008-05-09,16.9,cluster_S_1
2008-06-09,16.9,cluster_S_1
2008-07-09,16.9,cluster_S_1
2008-08-09,16.9,cluster_S_1
2008-09-09,16.9,cluster_S_1
2008-10-09,16.9,cluster_S_1
2008-11-09,16.9,cluster_S_1
2008-12-09,16.9,cluster_S_1
2009-01-09,16.9,cluster_S_1
2009-02-09,16.9,cluster_S_1
2009-03-09,16.9,cluster_S_1
2009-04-09,16.9,cluster_S_1
2009-05-09,16.9,cluster_S_1
2009-06-09,16.9,cluster_S_1
2009-07-09,16.9,cluster_S_1
2009-08-09,16.9,cluster_S_1
2009-09-09,16.9,cluster_S_1
2009-10-09,16.9,cluster_S_1
2009-11-09,16.9,cluster_S_1
2009-12-09,16.9,cluster_S_1
2010-01-09,16.9,cluster_S_1
2010-02-09,16.9,cluster_S_1
2010-03-09,16.9,cluster_S_1
2010-04-09,16.9,cluster_S_1
2010-05-09,16.9,cluster_S_1
2010-06-09,16.9,cluster_S_1
2010-07-09,16.9,cluster_S_1
2010-08-09,16.9,cluster_S_1
2010-09-09,16.9,cluster_S_1
2010-10-09,16.9,cluster_S_1
2010-11-09,16.9,cluster_S_1
2010-12-09,16.9,cluster_S_1
2011-01-09,16.9,cluster_S_1
2011-02-09,16.9,cluster_S_1
2011-03-09,16.9,cluster_S_1
2011-04-09,16.9,cluster_S_1
2011-05-09,16.9,cluster_S_1
2011-06-09,16.9,cluster_S_1
2011-07-09,46.9,cluster_S_1
2011-08-09,46.9,cluster_S_1
2011-09-09,76.9,cluster_S_1
2011-10-09,76.9,cluster_S_1
2011-11-09,142.9,cluster_S_1
2011-12-09,183.4,cluster_S_1
2012-01-09,235.9,cluster_S_1
2012-02-09,235.9,cluster_S_1
2012-03-09,235.9,cluster_S_1
2012-04-09,235.9,cluster_S_1
2012-05-09,235.9,cluster_S_1
2012-06-09,235.9,cluster_S_1
2012-07-09,235.9,cluster_S_1
2012-08-09,235.9,cluster_S_1
2012-09-09,235.9,cluster_S_1
2012-10-09,265.8,cluster_S_1
2012-11-09,265.8,cluster_S_1
2012-12-09,265.8,cluster_S_1
2013-01-09,265.8,cluster_S_1
2013-02-09,265.8,cluster_S_1
2013-03-09,265.8,cluster_S_1
2013-04-09,265.8,cluster_S_1
2013-05-09,265.8,cluster_S_1
2013-06-09,265.8,cluster_S_1
2013-07-09,265.8,cluster_S_1
2013-08-09,265.8,cluster_S_1
2013-09-09,265.8,cluster_S_1
2013-10-09,265.8,cluster_S_1
2013-11-09,265.8,cluster_S_1
2013-12-09,265.8,cluster_S_1
2014-01-09,265.8,cluster_S_1
2014-02-09,265.8,cluster_S_1
2014-03-09,265.8,cluster_S_1
2014-04-09,265.8,cluster_S_1
2014-05-09,265.8,cluster_S_1
2014-06-09,265.8,cluster_S_1
2014-07-09,265.8,cluster_S_1
2014-08-09,265.8,cluster_S_1
2014-09-09,265.8,cluster_S_1
2014-10-09,265.8,cluster_S_1
2014-11-09,265.8,cluster_S_1
2014-12-09,267.9,cluster_S_1
2015-01-09,267.9,cluster_S_1
2015-02-09,267.9,cluster_S_1
2015-03-09,267.9,cluster_S_1
2015-04-09,267.9,cluster_S_1
2015-05-09,267.9,cluster_S_1
2015-06-09,267.9,cluster_S_1
2015-07-09,267.9,cluster_S_1
2015-08-09,267.9,cluster_S_1
2015-09-09,267.9,cluster_S_1
2015-10-09,267.9,cluster_S_1
2015-11-09,267.9,cluster_S_1
2015-12-09,267.9,cluster_S_1
2016-01-09,267.9,cluster_S_1
2016-02-09,267.9,cluster_S_1
2016-03-09,267.9,cluster_S_1
2016-04-09,267.9,cluster_S_1
2016-05-09,267.9,cluster_S_1
2016-06-09,267.9,cluster_S_1
2016-07-09,267.9,cluster_S_1
2016-08-09,267.9,cluster_S_1
2016-09-09,267.9,cluster_S_1
2016-10-09,267.9,cluster_S_1
2016-11-09,267.9,cluster_S_1
2016-12-09,267.9,cluster_S_1
2017-01-09,267.9,cluster_S_1
2017-02-09,267.9,cluster_S_1
2017-03-09,267.9,cluster_S_1
2017-04-09,267.9,cluster_S_1
2017-05-09,267.9,cluster_S_1
2017-06-09,267.9,cluster_S_1
2017-07-09,267.9,cluster_S_1
2017-08-09,267.9,cluster_S_1
2017-09-09,267.9,cluster_S_1
2017-10-09,267.9,cluster_S_1
2017-11-09,267.9,cluster_S_1
2017-12-09,267.9,cluster_S_1
2018-01-09,267.9,cluster_S_1
2018-02-09,267.9,cluster_S_1
2018-03-09,267.9,cluster_S_1
2018-04-09,267.9,cluster_S_1
2018-05-09,267.9,cluster_S_1
2018-06-09,267.9,cluster_S_1
2018-07-09,267.9,cluster_S_1
2018-08-09,267.9,cluster_S_1
2018-09-09,267.9,cluster_S_1
2018-10-09,267.9,cluster_S_1
2018-11-09,267.9,cluster_S_1
2018-12-09,267.9,cluster_S_1
2019-01-09,267.9,cluster_S_1
2019-02-09,267.9,cluster_S_1
2019-03-09,267.9,cluster_S_1
2019-04-09,267.9,cluster_S_1
2019-05-09,267.9,cluster_S_1
2019-06-09,267.9,cluster_S_1
2019-07-09,267.9,cluster_S_1
2019-08-09,267.9,cluster_S_1
2019-09-09,267.9,cluster_S_1
2019-10-09,267.9,cluster_S_1
2019-11-09,267.9,cluster_S_1
2019-12-09,267.9,cluster_S_1
2020-01-09,267.9,cluster_S_1
2020-02-09,267.9,cluster_S_1
2020-03-09,267.9,cluster_S_1
2020-04-09,267.9,cluster_S_1
2020-05-09,267.9,cluster_S_1
2020-06-09,267.9,cluster_S_1
2020-07-09,267.9,cluster_S_1
2020-08-09,267.9,cluster_S_1
2020-09-09,267.9,cluster_S_1
2020-10-09,267.9,cluster_S_1
2020-11-09,267.9,cluster_S_1
2020-12-09,267.9,cluster_S_1
2021-01-09,267.9,cluster_S_1
2021-02-09,267.9,cluster_S_1
2021-03-09,267.9,cluster_S_1
2021-04-09,267.9,cluster_S_1
2021-05-09,267.9,cluster_S_1
2021-06-09,267.9,cluster_S_1
2021-07-09,267.9,cluster_S_1
2021-08-09,267.9,cluster_S_1
2021-09-09,267.9,cluster_S_1
2021-10-09,267.9,cluster_S_1
2021-11-09,267.9,cluster_S_1
2021-12-09,267.9,cluster_S_1
2022-01-09,267.9,cluster_S_1
2022-02-09,267.9,cluster_S_1
2022-03-09,267.9,cluster_S_1
2022-04-09,267.9,cluster_S_1
2022-05-09,267.9,cluster_S_1
2022-06-09,267.9,cluster_S_1
2022-07-09,267.9,cluster_S_1
2022-08-09,267.9,cluster_S_1
2022-09-09,267.9,cluster_S_1
2022-10-09,267.9,cluster_S_1
2022-11-09,267.9,cluster_S_1
2022-12-09,267.9,cluster_S_1
2023-01-09,267.9,cluster_S_1
2023-02-09,267.9,cluster_S_1
2023-03-09,267.9,cluster_S_1
2023-04-09,267.9,cluster_S_1
2023-05-09,267.9,cluster_S_1
2023-06-09,267.9,cluster_S_1
2023-07-09,267.9,cluster_S_1
2023-08-09,267.9,cluster_S_1
2023-09-09,267.9,cluster_S_1
2023-10-09,267.9,cluster_S_1
2023-11-09,267.9,cluster_S_1
2023-12-09,267.9,cluster_S_1
2024-01-09,267.9,cluster_S_1
2024-02-09,267.9,cluster_S_1
2024-03-09,267.9,cluster_S_1
2024-04-09,267.9,cluster_S_1
2024-05-09,267.9,cluster_S_1
2024-06-09,267.9,cluster_S_1
2024-07-09,267.9,cluster_S_1
2024-08-09,267.9,cluster_S_1
2024-09-09,267.9,cluster_S_1
2024-10-09,267.9,cluster_S_1
2024-11-09,267.9,cluster_S_1
2024-12-09,267.9,cluster_S_1
2025-01-09,267.9,cluster_S_1
2025-02-09,267.9,cluster_S_1
2025-03-09,267.9,cluster_S_1
2025-04-09,267.9,cluster_S_1
2025-05-09,267.9,cluster_S_1
2025-06-09,267.9,cluster_S_1
2025-07-09,267.9,cluster_S_1
2025-08-09,267.9,cluster_S_1
2025-09-09,267.9,cluster_S_1
2025-10-09,267.9,cluster_S_1
2025-11-09,267.9,cluster_S_1
2025-12-09,267.9,cluster_S_1
2026-01-09,267.9,cluster_S_1
2026-02-09,267.9,cluster_S_1
2006-07-09,50,cluster_S_2
2006-08-09,50,cluster_S_2
2006-09-09,50,cluster_S_2
2006-10-09,100,cluster_S_2
2006-11-09,100,cluster_S_2
2006-12-09,100,cluster_S_2
2007-01-09,150,cluster_S_2
2007-02-09,150,cluster_S_2
2007-03-09,150,cluster_S_2
2007-04-09,150,cluster_S_2
2007-05-09,150,cluster_S_2
2007-06-09,150,cluster_S_2
2007-07-09,150,cluster_S_2
2007-08-09,150,cluster_S_2
2007-09-09,150,cluster_S_2
2007-10-09,150,cluster_S_2
2007-11-09,150,cluster_S_2
2007-12-09,150,cluster_S_2
2008-01-09,150,cluster_S_2
2008-02-09,150,cluster_S_2
2008-03-09,150,cluster_S_2
2008-04-09,150,cluster_S_2
2008-05-09,150,cluster_S_2
2008-06-09,150,cluster_S_2
2008-07-09,150,cluster_S_2
2008-08-09,150,cluster_S_2
2008-09-09,150,cluster_S_2
2008-10-09,150,cluster_S_2
2008-11-09,150,cluster_S_2
2008-12-09,150,cluster_S_2
2009-01-09,150,cluster_S_2
2009-02-09,150,cluster_S_2
2009-03-09,150,cluster_S_2
2009-04-09,150,cluster_S_2
2009-05-09,150,cluster_S_2
2009-06-09,150,cluster_S_2
2009-07-09,150,cluster_S_2
2009-08-09,150,cluster_S_2
2009-09-09,150,cluster_S_2
2009-10-09,150,cluster_S_2
2009-11-09,150,cluster_S_2
2009-12-09,150,cluster_S_2
2010-01-09,150,cluster_S_2
2010-02-09,150,cluster_S_2
2010-03-09,150,cluster_S_2
2010-04-09,150,cluster_S_2
2010-05-09,150,cluster_S_2
2010-06-09,150,cluster_S_2
2010-07-09,150,cluster_S_2
2010-08-09,150,cluster_S_2
2010-09-09,150,cluster_S_2
2010-10-09,150,cluster_S_2
2010-11-09,150,cluster_S_2
2010-12-09,150,cluster_S_2
2011-01-09,159.2,cluster_S_2
2011-02-09,159.2,cluster_S_2
2011-03-09,159.2,cluster_S_2
2011-04-09,159.2,cluster_S_2
2011-05-09,159.2,cluster_S_2
2011-06-09,259.2,cluster_S_2
2011-07-09,284.5,cluster_S_2
2011-08-09,284.5,cluster_S_2
2011-09-09,314.5,cluster_S_2
2011-10-09,314.5,cluster_S_2
2011-11-09,314.5,cluster_S_2
2011-12-09,314.5,cluster_S_2
2012-01-09,344.5,cluster_S_2
2012-02-09,344.5,cluster_S_2
2012-03-09,344.5,cluster_S_2
2012-04-09,344.5,cluster_S_2
2012-05-09,344.5,cluster_S_2
2012-06-09,372.1,cluster_S_2
2012-07-09,372.1,cluster_S_2
2012-08-09,372.1,cluster_S_2
2012-09-09,372.1,cluster_S_2
2012-10-09,372.1,cluster_S_2
2012-11-09,372.1,cluster_S_2
2012-12-09,372.1,cluster_S_2
2013-01-09,399.7,cluster_S_2
2013-02-09,399.7,cluster_S_2
2013-03-09,429.6,cluster_S_2
2013-04-09,452.6,cluster_S_2
2013-05-09,452.6,cluster_S_2
2013-06-09,452.6,cluster_S_2
2013-07-09,452.6,cluster_S_2
2013-08-09,452.6,cluster_S_2
2013-09-09,452.6,cluster_S_2
2013-10-09,452.6,cluster_S_2
2013-11-09,452.6,cluster_S_2
2013-12-09,482.6,cluster_S_2
2014-01-09,482.6,cluster_S_2
2014-02-09,482.6,cluster_S_2
2014-03-09,542.6,cluster_S_2
2014-04-09,572.6,cluster_S_2
2014-05-09,572.6,cluster_S_2
2014-06-09,572.6,cluster_S_2
2014-07-09,572.6,cluster_S_2
2014-08-09,572.6,cluster_S_2
2014-09-09,572.6,cluster_S_2
2014-10-09,572.6,cluster_S_2
2014-11-09,572.6,cluster_S_2
2014-12-09,572.6,cluster_S_2
2015-01-09,657.2,cluster_S_2
2015-02-09,769.8,cluster_S_2
2015-03-09,1027.8,cluster_S_2
2015-04-09,1027.8,cluster_S_2
2015-05-09,1098.4,cluster_S_2
2015-06-09,1196.4,cluster_S_2
2015-07-09,1242.4,cluster_S_2
2015-08-09,1242.4,cluster_S_2
2015-09-09,1267.6,cluster_S_2
2015-10-09,1267.6,cluster_S_2
2015-11-09,1285.5,cluster_S_2
2015-12-09,1342.78,cluster_S_2
2016-01-09,1496.39,cluster_S_2
2016-02-09,1496.39,cluster_S_2
2016-03-09,1496.39,cluster_S_2
2016-04-09,1496.39,cluster_S_2
2016-05-09,1496.39,cluster_S_2
2016-06-09,1496.39,cluster_S_2
2016-07-09,1496.39,cluster_S_2
2016-08-09,1496.39,cluster_S_2
2016-09-09,1496.39,cluster_S_2
2016-10-09,1496.39,cluster_S_2
2016-11-09,1496.39,cluster_S_2
2016-12-09,1517.99,cluster_S_2
2017-01-09,1571.99,cluster_S_2
2017-02-09,1622.99,cluster_S_2
2017-03-09,1622.99,cluster_S_2
2017-04-09,1640.99,cluster_S_2
2017-05-09,1640.99,cluster_S_2
2017-06-09,1670.99,cluster_S_2
2017-07-09,1688.99,cluster_S_2
2017-08-09,1703.99,cluster_S_2
2017-09-09,1724.99,cluster_S_2
2017-10-09,1751.99,cluster_S_2
2017-11-09,1751.99,cluster_S_2
2017-12-09,1751.99,cluster_S_2
2018-01-09,1751.99,cluster_S_2
2018-02-09,1751.99,cluster_S_2
2018-03-09,1751.99,cluster_S_2
2018-04-09,1751.99,cluster_S_2
2018-05-09,1751.99,cluster_S_2
2018-06-09,1751.99,cluster_S_2
2018-07-09,1751.99,cluster_S_2
2018-08-09,1751.99,cluster_S_2
2018-09-09,1751.99,cluster_S_2
2018-10-09,1751.99,cluster_S_2
2018-11-09,1751.99,cluster_S_2
2018-12-09,1751.99,cluster_S_2
2019-01-09,1751.99,cluster_S_2
2019-02-09,1751.99,cluster_S_2
2019-03-09,1751.99,cluster_S_2
2019-04-09,1751.99,cluster_S_2
2019-05-09,1751.99,cluster_S_2
2019-06-09,1751.99,cluster_S_2
2019-07-09,1751.99,cluster_S_2
2019-08-09,1751.99,cluster_S_2
2019-09-09,1751.99,cluster_S_2
2019-10-09,1751.99,cluster_S_2
2019-11-09,1751.99,cluster_S_2
2019-12-09,1751.99,cluster_S_2
2020-01-09,1751.99,cluster_S_2
2020-02-09,1751.99,cluster_S_2
2020-03-09,1751.99,cluster_S_2
2020-04-09,1751.99,cluster_S_2
2020-05-09,1751.99,cluster_S_2
2020-06-09,1751.99,cluster_S_2
2020-07-09,1751.99,cluster_S_2
2020-08-09,1751.99,cluster_S_2
2020-09-09,1751.99,cluster_S_2
2020-10-09,1751.99,cluster_S_2
2020-11-09,1751.99,cluster_S_2
2020-12-09,1751.99,cluster_S_2
2021-01-09,1751.99,cluster_S_2
2021-02-09,1751.99,cluster_S_2
2021-03-09,1751.99,cluster_S_2
2021-04-09,1751.99,cluster_S_2
2021-05-09,1751.99,cluster_S_2
2021-06-09,1751.99,cluster_S_2
2021-07-09,1751.99,cluster_S_2
2021-08-09,1751.99,cluster_S_2
2021-09-09,1751.99,cluster_S_2
2021-10-09,1751.99,cluster_S_2
2021-11-09,1751.99,cluster_S_2
2021-12-09,1751.99,cluster_S_2
2022-01-09,1751.99,cluster_S_2
2022-02-09,1751.99,cluster_S_2
2022-03-09,1751.99,cluster_S_2
2022-04-09,1751.99,cluster_S_2
2022-05-09,1751.99,cluster_S_2
2022-06-09,1751.99,cluster_S_2
2022-07-09,1751.99,cluster_S_2
2022-08-09,1751.99,cluster_S_2
2022-09-09,1751.99,cluster_S_2
2022-10-09,1751.99,cluster_S_2
2022-11-09,1751.99,cluster_S_2
2022-12-09,1751.99,cluster_S_2
2023-01-09,1751.99,cluster_S_2
2023-02-09,1751.99,cluster_S_2
2023-03-09,1751.99,cluster_S_2
2023-04-09,1751.99,cluster_S_2
2023-05-09,1751.99,cluster_S_2
2023-06-09,1751.99,cluster_S_2
2023-07-09,1751.99,cluster_S_2
2023-08-09,1751.99,cluster_S_2
2023-09-09,1751.99,cluster_S_2
2023-10-09,1751.99,cluster_S_2
2023-11-09,1751.99,cluster_S_2
2023-12-09,1751.99,cluster_S_2
2024-01-09,1751.99,cluster_S_2
2024-02-09,1751.99,cluster_S_2
2024-03-09,1751.99,cluster_S_2
2024-04-09,1751.99,cluster_S_2
2024-05-09,1751.99,cluster_S_2
2024-06-09,1751.99,cluster_S_2
2024-07-09,1751.99,cluster_S_2
2024-08-09,1751.99,cluster_S_2
2024-09-09,1751.99,cluster_S_2
2024-10-09,1751.99,cluster_S_2
2024-11-09,1751.99,cluster_S_2
2024-12-09,1751.99,cluster_S_2
2025-01-09,1751.99,cluster_S_2
2025-02-09,1751.99,cluster_S_2
2025-03-09,1751.99,cluster_S_2
2025-04-09,1751.99,cluster_S_2
2025-05-09,1751.99,cluster_S_2
2025-06-09,1751.99,cluster_S_2
2025-07-09,1751.99,cluster_S_2
2025-08-09,1751.99,cluster_S_2
2025-09-09,1751.99,cluster_S_2
2025-10-09,1751.99,cluster_S_2
2025-11-09,1751.99,cluster_S_2
2025-12-09,1751.99,cluster_S_2
2026-01-09,1751.99,cluster_S_2
2026-02-09,1751.99,cluster_S_2
