cluster,b0,b1
cluster_NE_1,-0.271620676413627,0.0873952721161799
cluster_NE_2,-0.153445010709698,0.0889726555061731
cluster_NE_3,-0.107586067146179,0.103168801416123
cluster_S_1,-0.0968308775935043,0.0722626823621268
cluster_S_2,-0.244837457461567,0.0848731925203611
